date,closedPnL_sum,closedPnL_mean,closedPnL_count,trade_value_sum,trade_value_mean,size_tokens_sum,is_profitable_mean,account_nunique,Classification,value,sentiment_score
2024-01-29,486.562542,6.5751694864864865,74,414208.23184799997,5597.408538486486,237603.48712,0.6081081081081081,2,Greed,55.0,1.0
2024-01-30,-173.65419100000003,-3.5439630816326537,49,401011.34982,8183.905098367347,91.43791999999999,0.10204081632653061,1,Greed,61.0,1.0
2024-01-31,-799.840817,-0.93113017112922,859,6305647.3764390005,7340.683790965076,42786.30905,0.2689173457508731,1,Greed,60.0,1.0
2024-02-01,0.0,0.0,6,2008.1847710000002,334.69746183333336,44986.0,0.0,1,Greed,63.0,1.0
2024-02-02,456.423473,10.867225547619048,42,474278.433764,11292.34366104762,42139.736820000006,0.30952380952380953,1,Greed,63.0,1.0
2024-02-03,223.30918699999998,3.9876640535714283,56,603819.98881,10782.499800178572,9661.26755,0.10714285714285714,1,Greed,60.0,1.0
2024-02-04,47.62389499999999,1.360682714285714,35,203187.53669,5805.358191142857,20905.14109,0.2571428571428571,1,Greed,60.0,1.0
2024-02-05,-33.45419400000003,-0.4646415833333337,72,770198.24871,10697.197898749999,29741.6286,0.19444444444444445,1,Greed,60.0,1.0
2024-02-06,-215.615907,-0.19817638511029412,1088,8047153.469136,7396.280762073529,55455572.2847,0.1645220588235294,1,Greed,64.0,1.0
2024-02-07,241.24212,16.082808,15,6758.70464,450.58030933333333,13261.9,0.13333333333333333,1,Greed,62.0,1.0
2024-02-08,770.756024,77.07560240000001,10,26051.1241,2605.11241,5609953.100000001,0.4,1,Greed,66.0,1.0
2024-02-11,983.443176,28.924799294117648,34,212311.821349,6244.465333794118,26558.56903,0.20588235294117646,1,Greed,71.0,1.0
2024-02-12,913.8817869999998,57.11761168749999,16,227247.68179,14202.980111875,1017.55939,0.375,1,Greed,70.0,1.0
2024-02-13,559.44389,39.960277857142856,14,1999.9932,142.85665714285713,33158.0,1.0,1,Greed,79.0,1.0
2024-02-14,3830.599833,34.509908405405405,111,320839.927319,2890.449795666667,160839.68529,0.7477477477477478,2,Greed,74.0,1.0
2024-02-15,1840.797677,29.219010746031746,63,185188.107677,2939.4937726507937,48598.78529,0.9047619047619048,2,Greed,72.0,1.0
2024-02-16,5491.768834,30.174554032967034,182,564896.535928,3103.8271204835164,12368863.14415,0.8021978021978022,2,Greed,72.0,1.0
2024-02-17,1929.6418,20.52810425531915,94,406118.06327,4320.404928404255,222280.10915,0.648936170212766,2,Greed,76.0,1.0
2024-02-18,477.6248299999999,4.923967319587628,97,157048.21183000001,1619.0537302061857,172143.4,0.6288659793814433,1,Greed,72.0,1.0
2024-02-19,4317.768563,42.750183792079206,101,286377.1492,2835.417318811881,272054.00084,0.7623762376237624,2,Greed,75.0,1.0
2024-02-20,3263.628824,83.68279035897436,39,119419.723704,3062.0441975384615,69782.00042,0.7948717948717948,2,Greed,72.0,1.0
2024-02-21,1858.7985700000002,84.49084409090909,22,108047.53806,4911.25173,171181.54,0.6818181818181818,2,Greed,78.0,1.0
2024-02-22,3894.1050699999996,44.25119397727272,88,373033.916586,4239.021779386364,169921.40042,0.45454545454545453,2,Greed,74.0,1.0
2024-02-23,1418.55293,9.91995055944056,143,111106.02652999999,776.9652204895104,43567.40042,0.958041958041958,1,Greed,76.0,1.0
2024-02-25,-30.7705,-6.1541,5,4480.1295,896.0259,7900.0,0.0,1,Greed,74.0,1.0
2024-02-26,4416.8473,113.25249487179488,39,192187.18292999998,4927.876485384615,67296.0,0.8717948717948718,2,Greed,72.0,1.0
2024-02-27,888.511733,14.103360841269842,63,209362.29179000002,3323.2109807936513,117294.88,0.4126984126984127,2,Greed,79.0,1.0
2024-02-28,2503.747235,55.63882744444444,45,171107.101114,3802.3800247555555,8904445.6,0.8666666666666667,1,Greed,82.0,1.0
2024-02-29,9813.996992,84.60342234482759,116,395666.685727,3410.9197045431033,7553065.18,0.8620689655172413,2,Greed,80.0,1.0
2024-03-01,8244.241409,60.176944591240876,137,472974.663145,3452.369803978102,25984676.0,0.9343065693430657,1,Greed,80.0,1.0
2024-03-02,230.90060000000005,7.448406451612905,31,63197.542455,2038.6304017741936,651733.0,0.6774193548387096,2,Greed,80.0,1.0
2024-03-03,8361.086245,105.83653474683545,79,390745.677042,4946.147810658228,48774887.74,0.6835443037974683,1,Greed,83.0,1.0
2024-03-04,27799.775742,92.66591914,300,1577996.746285,5259.989154283333,36892599.52038,0.8866666666666667,2,Greed,82.0,1.0
