date,closedPnL_sum,closedPnL_mean,closedPnL_count,trade_value_sum,trade_value_mean,size_tokens_sum,is_profitable_mean,account_nunique,Classification,value,sentiment_score
2024-03-05,19791.026041,109.95014467222222,180,841810.2949559999,4676.723860866667,44987293.0,0.9055555555555556,1,Greed,90.0,1.0
2024-03-06,6814.825139,83.10762364634145,82,327217.990646,3990.4633005609758,10955146.0,0.8780487804878049,1,Greed,75.0,1.0
2024-03-08,4271.886236,63.7594960597015,67,183583.229574,2740.048202597015,3448270.8,0.8805970149253731,1,Greed,81.0,1.0
2024-03-09,9949.501624,85.03847541880343,117,658178.765539,5625.4595345213675,17984276.7,0.8290598290598291,1,Greed,84.0,1.0
2024-03-10,2482.9272,59.117314285714286,42,219973.8624,5237.472914285715,32040.08,0.6904761904761905,1,Greed,79.0,1.0
2024-03-11,3588.179495,85.43284511904761,42,176519.42601,4202.843476428571,139371.0,0.9285714285714286,1,Greed,82.0,1.0
2024-03-12,3039.166,379.89575,8,103040.842,12880.10525,11404.0,0.875,1,Greed,81.0,1.0
2024-03-13,0.0,0.0,7,6000.8022599999995,857.2574657142857,1.5126,0.0,1,Greed,81.0,1.0
2024-03-14,3465.865832,192.5481017777778,18,205933.17923,11440.732179444445,563982.3126000001,0.8888888888888888,2,Greed,88.0,1.0
2024-03-15,6236.513651,100.58892985483871,62,351894.414518,5675.716363193548,11725690.8947,0.6612903225806451,3,Greed,83.0,1.0
2024-03-16,228.57984,28.57248,8,37223.66167,4652.95770875,1112354.4242,0.125,2,Greed,81.0,1.0
2024-03-17,503.293955,21.882345869565217,23,99506.94409,4326.388873478261,573.1383000000001,0.43478260869565216,3,Greed,79.0,1.0
2024-03-18,1456.9577,76.68198421052631,19,90458.06317,4760.950693157894,19900.3233,0.3157894736842105,3,Greed,77.0,1.0
2024-03-19,668.797973,27.86658220833333,24,219884.87557,9161.869815416667,176263.0849,0.20833333333333334,3,Greed,79.0,1.0
2024-03-20,6423.134599,93.08890723188406,69,215705.92522,3126.1728292753623,197774.3712,0.8695652173913043,2,Greed,74.0,1.0
2024-03-21,2335.5080749999997,83.41100267857142,28,117895.56306,4210.555823571429,160612.8186,0.8214285714285714,3,Greed,78.0,1.0
2024-03-24,1297.018477,68.26413036842105,19,92592.22297,4873.274893157894,10235.8,0.7894736842105263,1,Greed,74.0,1.0
2024-03-25,1302.916428,186.13091828571427,7,57116.32732,8159.475331428571,15.9576,0.8571428571428571,1,Greed,75.0,1.0
2024-03-26,3215.906593,27.253445703389833,118,198565.2084,1682.7560033898305,33445.2556,0.9322033898305084,2,Greed,81.0,1.0
2024-03-27,150.41114,3.9581878947368416,38,99864.78379,2628.0206260526315,13722.38876,0.3157894736842105,2,Greed,83.0,1.0
2024-03-28,227.85100799999998,17.527000615384615,13,35323.735136,2717.2103950769233,398571.7446,0.6923076923076923,2,Greed,80.0,1.0
2024-03-29,883.097404,58.873160266666666,15,86914.38673,5794.292448666666,24.4455,0.4,1,Greed,79.0,1.0
2024-03-30,1100.57514,24.45722533333333,45,101103.90474,2246.7534386666666,517830.0,0.9777777777777777,1,Greed,75.0,1.0
2024-03-31,912.786145,70.21431884615384,13,39912.93963000001,3070.226125384616,11.002400000000002,0.7692307692307693,1,Greed,75.0,1.0
2024-04-01,2507.963406,32.57095332467532,77,339470.500845,4408.707803181818,9563430.3674,0.5454545454545454,2,Greed,79.0,1.0
2024-04-02,883.760812,21.555141756097562,41,239664.47561000002,5845.4750148780495,5958.1049,0.2926829268292683,2,Greed,79.0,1.0
2024-04-03,126.7884,31.6971,4,16887.5616,4221.8904,2310.0,0.25,2,Greed,71.0,1.0
2024-04-04,0.0,0.0,32,95987.71009,2999.6159403125,28.284299999999998,0.0,1,Greed,70.0,1.0
2024-04-05,10706.484306,107.06484306,100,503791.831726,5037.91831726,208515.2373,0.9,3,Greed,79.0,1.0
2024-04-06,236.33513399999998,14.770945874999999,16,68223.66744,4263.979215,20.4808,0.25,1,Greed,75.0,1.0
2024-04-07,0.0,0.0,23,49988.1611,2173.398308695652,14.7128,0.0,1,Greed,78.0,1.0
2024-04-08,1218.4267,40.614223333333335,30,211940.64508,7064.688169333333,11492.048999999999,0.03333333333333333,2,Greed,76.0,1.0
2024-04-09,0.0,0.0,3,57063.83727,19021.27909,16.2979,0.0,1,Greed,80.0,1.0
2024-04-10,5207.443414,127.01081497560976,41,351735.94638,8578.925521463414,102.5007,0.8780487804878049,1,Greed,78.0,1.0
2024-04-11,389.743164,24.35894775,16,76400.96631999999,4775.0603949999995,21.5697,0.125,1,Greed,76.0,1.0
2024-04-12,-592.6458390000001,-4.594153790697676,129,442088.595023,3427.043372271318,21920455.0583,0.5503875968992248,3,Greed,79.0,1.0
2024-04-13,6621.451755,74.3983343258427,89,486411.283626,5465.295321640449,7766240.200999999,0.6853932584269663,2,Greed,72.0,1.0
2024-04-14,-36104.012520000004,-337.4206777570094,107,659162.167688,6160.394090542056,120136.0098,0.308411214953271,2,Greed,72.0,1.0
2024-04-15,3774.08872,92.05094439024391,41,291111.17707,7100.272611463414,262459.9098,0.8536585365853658,2,Greed,74.0,1.0
2024-04-16,2467.702221,52.504302574468085,47,181907.20026,3870.3659629787235,239273.0,0.9148936170212766,2,Greed,65.0,1.0
2024-04-17,2441.4683999999997,174.39059999999998,14,97562.9796,6968.784257142857,19114.0,0.9285714285714286,1,Greed,67.0,1.0
2024-04-19,1946.4454620000001,55.61272748571429,35,337257.91968,9635.940562285714,109.9409,0.7714285714285715,1,Greed,66.0,1.0
2024-04-20,0.0,0.0,22,60733.23488,2760.601585454546,363824.8279,0.0,2,Greed,66.0,1.0
2024-04-22,0.0,0.0,9,47993.62418,5332.624908888889,14.9861,0.0,1,Greed,73.0,1.0
2024-04-23,1119.536196,16.962669636363636,66,233054.85759,3531.1342059090907,187970.3303,0.5303030303030303,2,Greed,71.0,1.0
2024-04-24,279.185907,13.95929535,20,141275.21555,7063.7607775,43.8207,0.3,1,Greed,72.0,1.0
2024-04-25,0.0,0.0,74,120240.99586000001,1624.8783224324325,388643.183,0.0,2,Greed,72.0,1.0
2024-04-26,0.0,0.0,3,4988.28521,1662.7617366666666,41052.0,0.0,1,Greed,70.0,1.0
2024-04-27,4281.488139,158.57363477777778,27,154264.46749,5713.498795925926,47.3826,0.7037037037037037,1,Greed,67.0,1.0
2024-04-28,0.0,0.0,58,43985.63142,758.3729555172414,137073.191,0.0,2,Greed,65.0,1.0
2024-04-29,526.9338359999999,11.709640799999999,45,108699.00198,2415.533377333333,32635.166100000002,0.37777777777777777,2,Greed,67.0,1.0
2024-04-30,0.0,0.0,24,125018.74591,5209.114412916667,41.3869,0.0,1,Greed,67.0,1.0
2024-05-01,0.0,0.0,14,87025.4638,6216.104557142857,29.825,0.0,1,Neutral,54.0,
2024-05-03,5306.017045,147.3893623611111,36,282682.63886,7852.295523888889,42527.4724,0.4722222222222222,3,Neutral,48.0,
2024-05-04,0.0,0.0,9,58998.751001000004,6555.41677788889,579928.2829,0.0,2,Greed,67.0,1.0
2024-05-05,0.916,0.15266666666666667,6,24068.344540000002,4011.390756666667,15.6288,0.16666666666666666,2,Greed,69.0,1.0
2024-05-06,968.59038,107.62115333333333,9,206016.42648,22890.714053333333,66.07939999999999,0.4444444444444444,1,Greed,71.0,1.0
2024-05-07,883.537693,49.08542738888889,18,108717.587358,6039.865964333334,619867.0196,0.5,3,Greed,68.0,1.0
2024-05-08,1.56576,0.12044307692307693,13,65973.57249,5074.890191538462,239.8835,0.07692307692307693,2,Greed,64.0,1.0
2024-05-09,1147.595856,40.985566285714285,28,221966.12848999997,7927.361731785713,34670.3984,0.39285714285714285,2,Greed,55.0,1.0
2024-05-10,2101.741695,95.53371340909092,22,156881.99536,7130.999789090909,53.3457,0.2727272727272727,1,Greed,66.0,1.0
2024-05-11,251.604742,27.956082444444444,9,63248.936779999996,7027.659642222222,21.6418,1.0,1,Neutral,53.0,
2024-05-12,0.0,0.0,23,55179.539282,2399.1104035652174,34544.4206,0.0,2,Greed,56.0,1.0
2024-05-13,2136.853859,76.31620925,28,193118.89158999998,6897.103271071428,31390.7581,0.35714285714285715,2,Greed,57.0,1.0
2024-05-14,1150.5233050000002,50.02275239130436,23,145853.40901,6341.452565652174,50.1051,0.17391304347826086,1,Greed,66.0,1.0
2024-05-15,948.970582,26.360293944444447,36,234922.58374,6525.627326111111,80.1172,0.4722222222222222,1,Greed,64.0,1.0
2024-05-16,214.5898,7.94777037037037,27,162620.95312999998,6022.998264074074,26494.2319,0.18518518518518517,2,Greed,70.0,1.0
2024-05-18,3522.3946610000003,140.89578644000002,25,126303.14745,5052.125898,40.4257,0.64,1,Greed,73.0,1.0
2024-05-19,0.0,0.0,8,29998.084300000002,3749.7605375000003,9.7416,0.0,1,Greed,72.0,1.0
2024-05-20,-74.818442,-7.4818442,10,38124.759653,3812.4759653,640.7617,0.0,2,Greed,70.0,1.0
2024-05-21,7289.397571999999,58.31518057599999,125,1100948.58418,8807.58867344,17074.50976,0.112,2,Greed,76.0,1.0
2024-05-22,0.0,0.0,6,44995.28661,7499.214435000001,12.0525,0.0,1,Greed,76.0,1.0
2024-05-23,413.347329,1.2718379353846154,325,401850.593567,1236.4633648215386,2935200.9914,0.4461538461538462,3,Greed,76.0,1.0
2024-05-24,821.949278,410.974639,2,50811.902200000004,25405.951100000002,13.2158,1.0,1,Greed,74.0,1.0
2024-05-25,14.126038999999999,0.8828774374999999,16,29991.122934000003,1874.4451833750002,8573.662,0.3125,2,Greed,76.0,1.0
2024-05-26,778.6839,48.66774375,16,53976.68183,3373.542614375,5659.602,0.25,2,Greed,75.0,1.0
2024-05-27,1129.35587,4.499425776892431,251,151115.724461,602.0546791274901,1411508.5206,0.35856573705179284,1,Greed,74.0,1.0
2024-05-29,277.791953,1.6938533719512194,164,84268.709095,513.8335920426829,226315.75152,0.4146341463414634,2,Greed,72.0,1.0
2024-05-30,20.951433,2.9930618571428576,7,2838.085376,405.440768,565.27578,0.7142857142857143,1,Greed,73.0,1.0
2024-05-31,25.35812,1.9506246153846154,13,3636.149459,279.70380453846155,86903.8,0.3076923076923077,1,Greed,73.0,1.0
2024-06-01,91.510419,3.66041676,25,12834.623744,513.38494976,499938.0,0.36,1,Greed,72.0,1.0
2024-06-02,192.906947,2.074268247311828,93,29464.546476,316.82308038709675,31288.5,0.3655913978494624,1,Greed,73.0,1.0
2024-06-03,562.808208,8.040117257142859,70,21466.868433,306.6695490428571,19199.3,0.6285714285714286,1,Greed,73.0,1.0
2024-06-04,52.211438,0.9851214716981133,53,24243.41788,457.42297886792454,2483.33818,0.4716981132075472,1,Greed,73.0,1.0
2024-06-05,56.055506,1.038064925925926,54,25350.75432,469.45841333333334,2452.07392,0.2962962962962963,1,Greed,75.0,1.0
2024-06-06,274.173187,1.1716802863247862,234,137557.83376,587.8539904273505,71093.724,0.42735042735042733,1,Greed,78.0,1.0
2024-06-07,8902.467416,20.23288049090909,440,1098588.8932400001,2496.7929391818184,272861.1558,0.4,3,Greed,77.0,1.0
2024-06-08,129.13883900000002,4.453063413793104,29,97351.86465,3356.96085,2425.2625000000003,0.27586206896551724,2,Greed,72.0,1.0
2024-06-09,0.0,0.0,17,22410.216839999997,1318.2480494117644,479.66769999999997,0.0,2,Greed,75.0,1.0
2024-06-10,31.266804999999998,0.589939716981132,53,46587.90546,879.0170841509434,5358.5419,0.33962264150943394,2,Greed,72.0,1.0
2024-06-11,4320.631811,35.12708789430894,123,373279.909833,3034.796014902439,14340.01016,0.13821138211382114,3,Greed,74.0,1.0
2024-06-12,-21886.531493,-86.16744682283463,254,193407.9471,761.4486106299212,37105.51234,0.08267716535433071,2,Greed,72.0,1.0
2024-06-13,6632.757115,83.95895082278481,79,132577.23353,1678.1928294936708,9103.9073,0.24050632911392406,2,Greed,70.0,1.0
2024-06-14,10258.592609,330.9223422258064,31,139868.6321,4511.891358064516,11996.0793,0.4838709677419355,2,Greed,74.0,1.0
2024-06-15,3369.958346,43.20459417948718,78,718350.23447,9209.618390641026,19129.9948,0.48717948717948717,2,Greed,74.0,1.0
2024-06-16,0.0,0.0,11,25235.095559999998,2294.099596363636,6131.6,0.0,1,Greed,71.0,1.0
2024-06-17,10599.502375,278.9342730263158,38,368380.12568,9694.21383368421,25157.9899,0.6578947368421053,2,Greed,71.0,1.0
2024-06-18,282.57636,11.3030544,25,263314.82219000004,10532.592887600002,1932.406,0.16,2,Greed,74.0,1.0
2024-06-19,4887.656944,80.12552367213115,61,417071.12466,6837.231551803278,20115.6935,0.5081967213114754,3,Greed,64.0,1.0
2024-06-20,57478.456026,1473.8065647692308,39,207990.784464,5333.097037538461,51788.7982,0.20512820512820512,3,Greed,60.0,1.0
2024-06-21,773.5582039999999,9.66947755,80,176264.47105999998,2203.30588825,7984.0992,0.0375,2,Greed,63.0,1.0
2024-06-22,756.876565,31.536523541666668,24,169594.28022,7066.428342499999,339.0564,0.3333333333333333,2,Neutral,53.0,
2024-06-23,0.0,0.0,5,1792.12,358.424,578.0,0.0,1,Greed,55.0,1.0
2024-06-24,0.0,0.0,31,403002.78763000004,13000.089923548388,410.2027,0.0,2,Neutral,51.0,
2024-06-25,4869.353105,99.3745531632653,49,103099.07311,2104.0627165306123,31795.2,0.22448979591836735,1,Fear,30.0,0.0
2024-06-26,4197.732182,58.30183586111111,72,365190.66183,5072.092525416667,426.5723,0.2916666666666667,2,Neutral,46.0,
2024-06-27,0.0,0.0,30,130486.9624,4349.565413333334,3230.1536,0.0,2,Fear,40.0,0.0
2024-06-29,6150.326145,82.0043486,75,280095.11999100004,3734.601599880001,1231633.8638,0.32,2,Fear,30.0,0.0
2024-06-30,0.0,0.0,14,30520.698599999996,2180.0498999999995,278255.875,0.0,2,Neutral,47.0,
2024-07-01,5065.839308,79.1537391875,64,362670.14177832,5666.72096528625,1227237.4996,0.40625,2,Neutral,53.0,
2024-07-02,2421.253116,134.514062,18,33347.468420000005,1852.6371344444447,11420.300000000001,0.7222222222222222,1,Neutral,51.0,
2024-07-03,1118.387284,62.132626888888886,18,179600.65518,9977.814176666667,256.5812,0.2222222222222222,2,Neutral,50.0,
2024-07-04,0.0,0.0,25,430567.99370999995,17222.7197484,302.9901,0.0,2,Fear,44.0,0.0
2024-07-05,0.0,0.0,32,272289.87738,8509.058668125,5354.8189999999995,0.0,2,Fear,29.0,0.0
2024-07-06,108.87217799999999,4.53634075,24,2490.18429332,103.75767888833333,983577.0,0.2916666666666667,1,Fear,26.0,0.0
2024-07-07,61.428942,6.1428942,10,498.75,49.875,125.0,1.0,1,Fear,29.0,0.0
2024-07-08,0.0,0.0,1,497.64,497.64,156.0,0.0,1,Fear,28.0,0.0
2024-07-09,648.984412,43.265627466666665,15,2736.4455,182.4297,600.0,1.0,1,Fear,27.0,0.0
2024-07-10,11977.734907,213.88812333928573,56,687900.18475,12283.931870535715,6773.8043,0.6785714285714286,2,Fear,28.0,0.0
2024-07-11,1876.812082,98.77958326315789,19,169887.01205999998,8941.42168736842,53.826499999999996,0.47368421052631576,1,Fear,29.0,0.0
2024-07-12,1412.314654,74.33235021052631,19,89582.96714000001,4714.893007368421,6408.3182,0.47368421052631576,2,Fear,25.0,0.0
2024-07-13,2913.617837,171.38928452941175,17,139189.19196,8187.599527058824,119.9226,1.0,2,Fear,25.0,0.0
2024-07-14,0.0,0.0,7,84001.12074,12000.160105714285,26.2683,0.0,1,Fear,33.0,0.0
2024-07-15,-1.0,-0.038461538461538464,26,198344.85125,7628.648125000001,249.8487,0.0,2,Neutral,52.0,
2024-07-16,0.0,0.0,22,144000.54916,6545.4795072727275,41.7464,0.0,1,Greed,65.0,1.0
2024-07-17,1859.269477,5.297064037037037,351,626005.51014,1783.491481880342,148888.4638,0.4131054131054131,3,Greed,69.0,1.0
2024-07-18,3803.884311,63.398071849999994,60,649704.82814,10828.413802333333,2916.6704,0.8,2,Greed,61.0,1.0
2024-07-19,2155.891114,93.73439626086956,23,150269.43056,6533.453502608696,800.5319999999999,0.5217391304347826,2,Greed,60.0,1.0
2024-07-20,2299.169566,8.643494609022557,266,244362.21072,918.654927518797,32883.8745,0.12406015037593984,2,Greed,74.0,1.0
2024-07-21,-2960.716887,-6.608743051339286,448,234307.40842,523.0076080803572,59706.7453,0.046875,2,Greed,74.0,1.0
2024-07-22,1517.119876,9.851427766233765,154,304213.71142,1975.4137105194807,19037.4927,0.14285714285714285,2,Greed,70.0,1.0
2024-07-23,89890.302206,242.9467627189189,370,358526.5282,968.9906167567567,65463.9188,0.8891891891891892,3,Greed,71.0,1.0
